timestamp_ms,x,y,pupil,valid,marker,event_label,label,trial
2900.0,758.125,362.709,3.369,True,,fixation,fixation,1
2908.333,762.129,361.344,3.385,True,,fixation,fixation,1
2916.667,749.192,361.062,3.345,True,,fixation,fixation,1
2925.0,761.987,362.3,3.375,True,,fixation,fixation,1
2933.333,763.452,356.778,3.377,True,,fixation,fixation,1
2941.667,759.454,359.762,3.428,True,,fixation,fixation,1
2950.0,757.557,358.167,3.271,True,,fixation,fixation,1
2958.333,758.522,362.944,3.25,True,,fixation,fixation,1
2966.667,761.256,353.035,3.309,True,,fixation,fixation,1
2975.0,762.187,358.519,3.278,True,,fixation,fixation,1
2983.333,758.159,362.72,3.44,True,,fixation,fixation,1
2991.667,767.561,361.876,3.372,True,,fixation,fixation,1
3000.0,764.929,356.82,3.292,True,,fixation,fixation,1
3008.333,766.458,362.355,3.403,True,,fixation,fixation,1
3016.667,761.109,357.731,3.285,True,,fixation,fixation,1
3025.0,764.69,362.978,3.283,True,,fixation,fixation,1
3033.333,762.446,360.529,3.381,True,tracking_A,smooth_pursuit,smooth_pursuit,1
3041.667,766.258,360.54,3.385,True,,smooth_pursuit,smooth_pursuit,1
3050.0,770.717,361.278,3.327,True,,smooth_pursuit,smooth_pursuit,1
3058.333,774.665,361.42,3.34,True,,smooth_pursuit,smooth_pursuit,1
3066.667,777.206,363.187,3.383,True,,smooth_pursuit,smooth_pursuit,1
3075.0,777.947,363.681,3.361,True,,smooth_pursuit,smooth_pursuit,1
3083.333,783.734,364.739,3.309,True,,smooth_pursuit,smooth_pursuit,1
3091.667,788.401,365.252,3.37,True,,smooth_pursuit,smooth_pursuit,1
3100.0,789.308,365.645,3.397,True,,smooth_pursuit,smooth_pursuit,1
3108.333,793.315,366.267,3.361,True,,smooth_pursuit,smooth_pursuit,1
3116.667,794.707,366.584,3.374,True,,smooth_pursuit,smooth_pursuit,1
3125.0,799.414,367.3,3.349,True,,smooth_pursuit,smooth_pursuit,1
3133.333,801.437,368.588,3.303,True,,smooth_pursuit,smooth_pursuit,1
3141.667,807.174,368.449,3.338,True,,smooth_pursuit,smooth_pursuit,1
3150.0,810.08,369.77,3.378,True,,smooth_pursuit,smooth_pursuit,1
3158.333,812.817,369.646,3.32,True,,smooth_pursuit,smooth_pursuit,1
3166.667,814.913,371.15,3.312,True,,smooth_pursuit,smooth_pursuit,1
3175.0,819.118,371.304,3.303,True,,smooth_pursuit,smooth_pursuit,1
3183.333,823.909,370.936,3.31,True,,smooth_pursuit,smooth_pursuit,1
3191.667,825.97,371.541,3.358,True,,smooth_pursuit,smooth_pursuit,1
3200.0,831.702,373.373,3.366,True,,smooth_pursuit,smooth_pursuit,1
3208.333,832.595,373.252,3.353,True,,smooth_pursuit,smooth_pursuit,1
3216.667,836.576,374.155,3.307,True,,smooth_pursuit,smooth_pursuit,1
3225.0,842.087,373.57,3.344,True,,smooth_pursuit,smooth_pursuit,1
3233.333,844.277,374.648,3.385,True,,smooth_pursuit,smooth_pursuit,1
3241.667,844.92,375.258,3.266,True,,smooth_pursuit,smooth_pursuit,1
3250.0,851.182,375.505,3.324,True,,smooth_pursuit,smooth_pursuit,1
3258.333,854.188,377.342,3.385,True,,smooth_pursuit,smooth_pursuit,1
3266.667,857.374,378.388,3.331,True,,smooth_pursuit,smooth_pursuit,1
3275.0,859.824,378.875,3.374,True,,smooth_pursuit,smooth_pursuit,1
3283.333,864.394,378.282,3.309,True,,smooth_pursuit,smooth_pursuit,1
3291.667,865.086,379.127,3.344,True,,smooth_pursuit,smooth_pursuit,1
3300.0,868.493,379.969,3.37,True,,smooth_pursuit,smooth_pursuit,1
3308.333,874.444,380.257,3.368,True,,smooth_pursuit,smooth_pursuit,1
3316.667,875.059,380.81,3.352,True,,smooth_pursuit,smooth_pursuit,1
3325.0,879.149,381.326,3.357,True,,smooth_pursuit,smooth_pursuit,1
3333.333,894.726,386.129,3.34,True,trial1_end,fixation,fixation,1
3341.667,902.222,387.898,3.354,True,,fixation,fixation,1
3350.0,897.191,388.592,3.358,True,,fixation,fixation,1
3358.333,895.27,386.293,3.309,True,,fixation,fixation,1
3366.667,887.043,383.18,3.323,True,,fixation,fixation,1
3375.0,897.377,381.586,3.325,True,,fixation,fixation,1
3383.333,901.8,382.681,3.361,True,,fixation,fixation,1
3391.667,889.532,387.205,3.312,True,,fixation,fixation,1
3400.0,892.963,388.862,3.374,True,,fixation,fixation,1
3408.333,904.402,386.662,3.367,True,,fixation,fixation,1
3416.667,897.734,386.968,3.341,True,,fixation,fixation,1
3425.0,896.457,385.287,3.269,True,,fixation,fixation,1
3433.333,899.514,387.01,3.353,True,,fixation,fixation,1
3441.667,902.47,384.95,3.348,True,,fixation,fixation,1
3450.0,899.78,391.085,3.268,True,,fixation,fixation,1
3458.333,909.686,383.808,3.326,True,,fixation,fixation,1
3466.667,901.024,387.389,3.344,True,,fixation,fixation,1
3475.0,900.75,389.611,3.501,True,,fixation,fixation,1
3483.333,901.692,387.714,3.34,True,,fixation,fixation,1
3491.667,907.896,385.507,3.376,True,,fixation,fixation,1
3500.0,894.491,378.57,3.481,True,,fixation,fixation,1
3508.333,904.964,388.321,3.291,True,,fixation,fixation,1
3516.667,891.613,385.179,3.353,True,,fixation,fixation,1
3525.0,903.258,385.859,3.422,True,,fixation,fixation,1
3533.333,901.409,386.673,3.415,True,,fixation,fixation,1
3541.667,896.389,386.879,3.313,True,,fixation,fixation,1
3550.0,896.356,389.948,3.411,True,,fixation,fixation,1
3558.333,902.35,389.396,3.369,True,,fixation,fixation,1
3566.667,906.398,383.538,3.338,True,,fixation,fixation,1
3575.0,901.609,383.107,3.307,True,,fixation,fixation,1
3583.333,893.588,387.691,3.319,True,,fixation,fixation,1
3591.667,901.061,387.278,3.337,True,,fixation,fixation,1
3600.0,899.85,386.229,3.372,True,,fixation,fixation,1
3608.333,906.365,382.874,3.352,True,,fixation,fixation,1
3616.667,893.825,389.787,3.239,True,,fixation,fixation,1
3625.0,900.563,384.728,3.313,True,,fixation,fixation,1
3633.333,903.26,387.296,3.29,True,,fixation,fixation,1
3641.667,902.019,386.634,3.303,True,,fixation,fixation,1
3650.0,892.552,387.996,3.388,True,,fixation,fixation,1
3658.333,902.278,384.419,3.418,True,,fixation,fixation,1
3666.667,916.668,386.275,3.378,True,,fixation,fixation,1
3675.0,895.672,383.643,3.45,True,,fixation,fixation,1
3683.333,910.895,385.15,3.307,True,,fixation,fixation,1
3691.667,895.113,384.154,3.349,True,,fixation,fixation,1
3700.0,893.478,383.872,3.402,True,,fixation,fixation,1
3708.333,898.792,383.658,3.275,True,,fixation,fixation,1
3716.667,904.897,382.919,3.337,True,,fixation,fixation,1
3725.0,904.544,387.241,3.362,True,,fixation,fixation,1
3733.333,901.073,383.182,3.302,True,,fixation,fixation,1
3741.667,897.274,377.93,3.32,True,,fixation,fixation,1
3750.0,795.0,419.5,3.345,True,trial2_start,saccade,saccade,2
3758.333,690.0,453.0,3.345,True,,saccade,saccade,2
3766.667,585.0,486.5,3.344,True,,saccade,saccade,2
3775.0,480.0,520.0,3.354,True,,saccade,saccade,2
3783.333,480.926,524.24,3.354,True,cue_B,fixation,fixation,2
3791.667,483.837,518.156,3.365,True,,fixation,fixation,2
3800.0,481.058,519.168,3.243,True,,fixation,fixation,2
3808.333,472.939,521.028,3.343,True,,fixation,fixation,2
3816.667,478.418,517.949,3.351,True,,fixation,fixation,2
